mid,province,gender,verified,retweet_mid_indicator,uid,retweet_uid_indicator,source,image,text,geo,created_at,delete_indicator,censor_indicator
m7dD6x0QMs,11,m,True,0,uMMSGON3B,0,新浪微博,1,【强拆人员点火，活活焚烧被拆迁老人】湖南湘潭市云峰小区因拆迁一直协商未果，10月14日1点左右，拆迁人员聚集社会滋事份子等人用非法手段殴打年近六旬的老人。后当场点火焚烧抗拆老人！当地电视台将信息封锁，事主求助无方，请微博支持声援。此情况，经过 @uDGUUKVML： 核实 特此更正！！@中视在线成灿宇,0,2012-10-16,1,1
mzq7cegWiM,42,m,True,0,uDZT4GTB2,0,iPhone客户端,0,康长老在外出视察途中 ，再次考察中级法院，这释放出何种政治意涵？,0,2012-10-16,1,1
mkbxbTTeGF,11,m,True,1,uTZ5MMRPC,1,新浪微博,0,//@uONPVMISD：  千岁啊//@uZXYZJ0LO：  //@ukn：  这绕的功夫真不一般//@uJ2ORDTMP： //@ukn： 一丘之貉//@u0AGGKF1M：  这就是所谓的自己人日自己人吧？,0,2012-10-16,1,1
mtHbCOGWnx,11,m,True,1,uY02ZYLMG,1,新浪微博,0,//@uEMBQQHOK：  新时期的“三个代表”：官用、商用、P民用。,0,2012-10-16,0,1
mfoK6kvJ7r,50,m,True,1,uRLOSK2KM,1,新浪微博,0,//@uW0EKJ5BZ：  同意最右，师生一起放那里合适//@uP2ZYLW3A：  与学生同穴？//@uLCMY22PK：  //@uZNJRKTFM：  //@uRULUFZ3： 可以在北京动物园专门建一个馆，公开买票，估计生意一定兴隆。民营企业家可以投资哦 http://t.cn/SwVn7N,0,2012-10-16,1,1
mkpu6vYSYe,11,m,True,1,uHRVMIM45,1,iPhone客户端,0,知道什么是蛇鼠一窝了吧？ //@ukn： 24小时搜罗全球最顶尖新闻资讯！！专业爆料！！！中文10个微博全天候直播！！！欢迎链接我们！！！,0,2012-10-16,1,1
mwu4M5cxad,44,m,True,1,uWWBE4ZM1,1,新浪微博,0,网传强拆人员火烧抗拆老人！[围观],0,2012-10-16,1,1
m6EVbmSUoY,33,m,False,0,uLUCGST3X,0,三星GalaxyNote,1,【环球时报】一位出走德国、名叫廖.亦武的中国异见作家获 德国图书和平奖，在14日的颁奖现场，他在正式 发言中把中国称为“灭绝人性的血色帝国”，并称 中国是“地球灾难的源头”和“无限扩张的垃圾 场”。他最后连续6次高喊“这个帝国必须分裂”。 他的发言让人怀疑他的精神出了问题。,0,2012-10-16,1,1
mgY83sj82Q,44,m,True,1,uI43SNN4N,1,新浪微博手机版,0,//@uWWBVIOIE： 今天收到一则法广的消息，但打不开，只有标题：莫言说1989年之后就不再相信GCD，事实证明不是这么一回事。都说人一阔脸就变，莫言告诉我们的是，人一入官场，良心就变。当你的作家不就完了，拉那个套干什么？不容否认，有人当官是想为人民做更多的好事，但莫言同志做了什么？希望给大家汇,0,2012-10-16,1,1
m1ccMpTcO,50,m,True,1,uP2ZTIK3A,1,iPhone客户端,0,回复@uOQZEDECR： 文革成了盛世，你的＂高见＂让我汗颜。。。 //@uOQZEDECR： 以公知流氓之心污当年文革盛世，谓之可耻。 //@uP2ZTIK3A： 我的作品成了二奶象征?[疑问]真有意思。,0,2012-10-16,1,1
mA3n0jxyKi,35,m,True,1,uM1U0KSKA,1,新浪微博,0,[怒]//@uQSMQLIBA：  [怒]//@uBK125UTX：  人神共愤…@uDGUUKVML： 已从知情人那了解到，是强拆人员点火烧了居民。,0,2012-10-16,1,1
mHNyvsYfQW,43,m,True,1,uVGJJRYIM,1,新浪微博,0,//@ukn：  “请相信政府，相信党”------看完了我想自杀，活在这个幸福兲朝幸福得死都不用自己操心吗 //@uDSDL4KV： 怎敢相信！！ //@u1CRPUYZU： 胡总、温总，听见了吗？看见了吗？理论准备充分了吗？,0,2012-10-16,1,1
mgwvOH9Mks,36,f,True,1,uWYNGWUPD,1,iPad客户端,0,[泪]希望媒体能跟进，这么惨无人道的事实在是天理不容,0,2012-10-16,1,1
mf60sl9Aj3,43,m,True,1,uW0ELAUIF,1,iPhone客户端,0,谁这么淡定的拍照？求证事实真相 //@uPVDGOCYS： 有这事件，但事实有出入！ //@uZXYUQ0DK： //@uMMSGON3B：  更正刚才的误解： @uDGUUKVML： 现已从知情人那里了解到，是强拆人员点火烧了居民。这个事件性质十分严重，请大家都来关注！,0,2012-10-16,1,1
mF8rkS9rxu,41,m,True,0,u3FT1GIUC,0,新浪微博,1,"@E-magazine【法律面前人人平等】请北京计生委出来走两步：毛的外孙女孔冬梅，给泰康人寿董事长陈东升做小三达15年之久，非婚超生3名子女，去年终于踢走陈东升的前妻陆昂，成了大资本家的老婆。孔冬梅超生事实重婚，是不是该给大家一个说法？记得湖南某县有个标语：""谁不实行计划生育，就叫他家破人亡""",0,2012-10-16,1,1
mviQoB7Ybl,32,m,True,1,uFAWOW1A,1,iPad客户端,0,[围观][怒][衰]//@uZD325YZ1：  扩散声援！//@uVEQ3OGRN：  这是要吃人吗 ？//@uLCMY22PK：  [怒],0,2012-10-16,1,1
mzq7cAcmgF,11,m,True,1,uJ2O03MKH,1,新浪微博,0,//@uDGUL3PRU：  @ukn：  @u0YUSOTN4：  @uB5NFIJRS：  @uMMSQQKBD：  @uTZ5HIZT5：  @uP2ZFEKU5：  @uJWAIWO4Q： ： 最近流行＂幸福＂，电视台到大街上去问＂你幸福吗＂这样莫名其妙的问题。因为有人想把＂幸福中国＂我多次说，从＂和谐中国＂到＂幸福中国＂只能表明执政者政治理念的缺失。,0,2012-10-16,1,1
mxOsIZBsWl,100,m,False,1,uDSG5BNR,1,新浪微博,0,自古神人出最右//@u3FTQIVCY：  神一样的最右。。。//@uPA3OTPPZ： 右边[挖鼻屎] //@u351ZW3CS： 过不了几天就见面了还致什么唁电,0,2012-10-16,1,1
mpGheeN897,12,m,False,1,uZNJE0C0J,1,360安全浏览器,0,//@uB4HFPKFG：  //@uTZ5HGD4F：  惨！//@uB4GAODWO： //@uZNJRKTFM：  [泪][怒] //@uVGJQXZJH： 惨！[怒],0,2012-10-16,1,1
mur1FZA2FV,12,m,False,1,uZNJE0C0J,1,iPad客户端,0,转发微博,0,2012-10-16,1,1
mCCz1FkIKp,36,m,True,1,uSIAC0Q0F,1,新浪微博,0,//@uONPEBAMP：  //@uAHFB2512：  转发微博,0,2012-10-16,1,1
mcrj4zHfn4,82,m,False,0,uPA3Z4XSM,0,新浪微群,1,分享图片,0,2012-10-16,1,1
mL8KK74xmC,82,m,False,0,uPA3Z4XSM,0,新浪微群,1,分享图片,0,2012-10-16,0,1
mZwJ654z7C,11,m,True,1,u3FT12FEF,1,新浪微博,0,如果是一个国家，我不相信会发生这样惨绝人寰的事！,0,2012-10-16,1,1
mF8rFngAyG,32,m,True,1,uKPK55TZJ,1,新浪微博,0,转发微博,0,2012-10-16,1,1
mptMMuZzOU,31,m,True,1,uLCMO2AYZ,1,新浪微博,0,//@u02L4GKH4：  操！ //@ukn： [抓狂][抓狂] //@uTZ5MWEXU： 我操！ //@uSIADYZB3：  刚离开湘潭。,0,2012-10-16,1,1
mNpME56Czt,11,m,True,1,uY02Z0DKK,1,iPhone客户端,0,现在，中国工商管制已与劳教制度一样，成为政府打压异见的合法违法方式。26家环保组织称，长期致力于海南生态保护的民间环保人士刘福堂，10月11日被以“非法经营罪＂逮捕。 .http://t.cn/zlHygi4 //@uY02Z0DKK： 弱化管制、强化服务；加强监督、保护民企 ,0,2012-10-16,1,1
mA3nfFlm8w,11,m,True,1,uY02Z0DKK,1,新浪微博,0,#城市化与恶性拆迁# 我决定现在开始收集各地恶性拆迁事件资料，研究一下拆迁发生率与当地GDP增长的关系。欢迎大家提供各种线索。私信联系或@ukn： @uPVDJ0CNX： @ukn： @ukn： //@uVGJJ1DB0： 火烧活人，还是自焚？,0,2012-10-16,1,1
mCCzsNyxOO,11,m,True,1,uZDQIG2OM,1,iPhone客户端,0,//@ukn： 无,0,2012-10-16,1,1
mVZq68HUlZ,11,m,True,1,uONPBWOO3,1,新浪微博,0,[怒] ……离死不远了！//@uONPHYU4E：  拆迁暴政！[怒],0,2012-10-16,1,1
mS3lvRnFQC,11,m,True,1,u0AGMQ5ZP,1,新浪微博,0,文革给中国人民带来的灾难罄竹难书！//@uOQZLPO4S：  的确如此。毛用一场图谋私利的政治运动不仅摧毁了无数个家庭，也几乎摧毁了传承千年的中华文明。当今中国社会核心价值观的缺失、对生命尊严和人权的漠视以及随处可见的人心向恶，都与这场运动息息相关。,0,2012-10-16,1,1
mfoK68FxEu,11,f,True,1,uMMSJMFRY,1,iPhone客户端,0, @ukn： 求真相!,0,2012-10-16,1,1
mA3npgI4f4,11,f,True,1,uBK12JDGK,1,iPhone客户端,0,畜生！ //@uVEQLSMBI： //@uDZTNOJS4：  这样在惨剧在这个国度普遍性的发生，积累着更多的仇恨和社会的分裂。共产骗局以虐民来证明。//@uVGJW25P0：  ：：：8；：//@uONPZS25Q： 不知用惨绝人寰，灭绝人性这成语形容施暴者过不过分。[围观][怒]/,0,2012-10-16,1,1
mP6TertXHb,44,f,True,1,uJWA0RT3G,1,iPhone客户端,0,建议陈光标买过来，北京的别墅一楼装列宁，二楼装猫。他自己住客厅。,0,2012-10-16,1,1
mUEP2IbSHh,44,f,True,1,uJWA0RT3G,1,新浪微博,0,我觉得泽东不当开国领袖，也可以当个中医的妇科医生！//@uZXYRV35E： ,0,2012-10-16,1,1
mu9tWq5kqD,11,m,True,1,uSIAJQZ25,1,iPhone客户端,0,//@uBID0ZO0S：  这4300万是公帑，应予追回，参与的那些学者、大学、研究机构应该曝光；其直接参与者可比照足球打黑进行治罪。,0,2012-10-16,1,1
mpbN3ttjwQ,23,f,True,1,uRUWVESY,1,iPhone客户端,0,//@uZNJAUFFQ： 让毛粉看看，他们的偶像何许人也，醒醒吧，同胞！//@ukn： 不敢相信 ，立即受不了，随时受不了无法表达我的感受！@uDGU1XDYJ： @uZNJAUFFQ： //@ukn： ,0,2012-10-16,1,1
m9RIyO9Vrj,11,m,True,1,u3JHEKW0H,1,新浪微博,0,我的湖南老家怎么会变成这样？//@uSIADYZB3：  刚离开湘潭。,0,2012-10-16,1,1
mF8rFceHet,11,m,True,1,uONPEBAMP,1,360安全浏览器,0,//@uAHFB2512：  转发微博,0,2012-10-16,1,1
mVQpKhldSc,11,m,True,0,uZQX1TIMN,0,新浪微博,0,房地产观点有四种，代表不同的利益群体：一是代表中央和地方政府一致利益的观点，以温为代表。房地产商以任志强为代表。炒楼群体以郎咸平为代表。此三群体皆属不劳而获的既得利益群体，为高房价推手；他们虽然也互相批评，但总体属于狼狈为奸关系，我均给予严厉批评。四是我的观点，代表既失利益群体。,0,2012-10-16,1,1
m4hPSyFllZ,11,m,True,1,uSIABX5YE,1,新浪微博,0,//@ukn：  血拆，白骨累累的城市,0,2012-10-16,1,1
m0WO0yaSG7,81,f,True,1,u0AGG11HE,1,新浪微博,0,[衰]人性呢//@ukn：  当正义在邪恶面前孱弱，当曙光在黑暗面前愈发微弱，正义的呼声被某种力量吞噬，我们只有大声疾呼奔走相告，不仅仅是为了声援正义，也是为了我们自己不受侵害，包括我们的兄弟姐妹，谁也不是旁观者！,0,2012-10-16,1,1
mc99EmPEEP,81,f,True,1,u0AGG11HE,1,专业版微博,0,[话筒]求真相//@uRUZKK3T：  //@uATZSB12R：  这次不是自焚，是被焚！必须严惩凶手！//@uZ322MRLY： 转发微博,0,2012-10-16,1,1
mLL56U9kgm,11,m,True,1,uVEQBYOZ2,1,新浪微博,0,又是一个干爹，哎！,0,2012-10-16,1,1
mPoganeDNq,43,m,True,1,uQSMW4KZW,1,新浪微博,0,"@uATZ4A0IX： 除了所谓的技巧,加上半斤灵魂，作家个个都那么聪明，说话都那么漂亮，中国最不缺的就是说漂亮话的人了。人家现在也呼吁刘小拨获释了:为什么这些人发言都那么会挑时候?自我审查已经非常严密了，略微写一点计划生育的""真实"",灵魂就了不得了。相信中国的审查屏蔽了世界,诺奖也误读了中国文学。",0,2012-10-16,1,1
mhiUv5cWdz,37,f,False,1,uDGUI3THJ,1,新浪微博,0,转发微博,0,2012-10-16,1,1
mEjvTg4ZcY,37,f,False,1,uDGUI3THJ,1,新浪微博,0,转发微博,0,2012-10-16,1,1
m5uLqfEUPY,34,m,True,0,uPVDO2MKC,0,分享按钮,1,65岁的退休老人，近20年一直致力于生态环境保护。因自费20余万将从事生态保护的心得印成5本书，大量赠予（也有售卖，收回7万多元成本），最终被刑事问责——26家环保组织联名呼吁海南释放环保人士刘福堂  http://t.cn/zlHLaI0  （分享自 @凤凰网资讯）,0,2012-10-16,1,1
m9IepEuUI5,31,m,True,1,uJWAARF3V,1,新浪微博,0,送朝鲜也是个办法//@uQHCQDZRO：  不要接收。雇工保护费，和尸体保养费，赔不起。列宁是个历史罪人，建议火化，让他安睡在父母的身边吧,0,2012-10-16,1,1
mL8bDqQkSj,51,m,True,1,uM1UCESLY,1,iPhone客户端,0,//@uCBT5M2EV： 对年近六旬的老人，他们也下得了手，图片太让人震惊了,0,2012-10-16,1,1
mcXienZR1e,44,m,True,1,uJWI2WXYX,1,Weico.iPhone,0, //@uCBT5M2EV：  对年近六旬的老人，他们也下得了手，图片太让人震惊了,0,2012-10-16,1,1
mfoK6HGWER,31,m,False,1,uOQZVAATE,1,新浪微博,0,@汉声,0,2012-10-16,1,1
mu9tM1b0yz,100,m,True,1,u02LO4SXX,1,新浪微博,0,鲁迅说呐喊，莫言说这是个可以自由发声的时代！//@uMMSGON3B：  [怒][怒][怒][怒]火烧百姓，这是什么世道？ //@ukn： 我早上去过，现场被拉了警戒线,0,2012-10-16,1,1
mpbNFS00EE,11,m,True,1,uOQZ5J1HX,1,新浪微博,0,"//@uATZ4A0IX：  除了所谓的技巧,加上半斤灵魂，作家个个都那么聪明，说话都那么漂亮，中国最不缺的就是说漂亮话的人了。人家现在也呼吁刘小拨获释了:为什么这些人发言都那么会挑时候,审时度势?自我审查已经非常严密了，略微写一点计划生育的""真实"",灵魂就了不得了。相信中国的审查屏蔽了世界",0,2012-10-16,1,1
mUEPxHoIWm,11,m,True,1,uDZTF44ZQ,1,微博桌面,0,奴隶主,0,2012-10-16,1,1
mcXiVFGtRJ,11,m,False,1,uWYNK5IOG,1,红围脖iPhone客户端,0,别、别，都送朝鲜去吧！,0,2012-10-16,1,1
mBc0VZ195A,11,m,True,0,u0AGNP1CS,0,新浪微博,0,我发现好多讽刺别人“吃地沟油的命，操钓鱼岛的心”的人，自己也一直在边吃地沟油边拼命替中南海操心,0,2012-10-16,1,1
m4hPSaU1Xy,11,m,False,1,uBIDIZEGE,1,新浪微博,0,//@u0VPBMCNE：  人民警察正“竭尽全力”“为人民服务”，国家的主人正在享受公仆们的免费“按摩”。。。,0,2012-10-16,1,1
mVQpKhGLUn,51,m,False,1,u0YUPNKIJ,1,iPhone客户端,0,元芳，你怎么看？,0,2012-10-16,1,1
mP6TZdmXII,11,m,True,1,uQZ0QAVZD,1,Coolpad终端,0,转发微博,0,2012-10-16,1,1
mL8KltbPmL,33,f,True,0,uZNDFW4MF,0,iPhone客户端,1,中国用世界7%的耕地养活了22%的人口，可是它没有告诉我们，这22%的人口养了世界60%的公务员；这22%的人口的教育经费只占世界的3%；这22%的人口的财富97%集中在其中1%的人手里；这22%的人口中的90%吃着全世界最毒的食物，干着最脏最累的活!,0,2012-10-16,1,1
m5uLqLZBDO,100,m,True,1,uWWBMUC0T,1,Android客户端,0,[怒]//@uZNJRKTFM： [泪][怒] //@uVGJQXZJH： 惨！[怒],0,2012-10-16,1,1
mgdYeBzIc,31,m,True,0,uPKFYDDJU,0,Android客户端,0,和北朝鲜不骄傲随时受不了不同，西朝鲜是不得不骄傲，它斗完地主自己做地主，又不敢承认，把谎言做系统架构核心，已无可救药。在这个系统上跑大型应用，与美帝全面竞争，纯属YY。,0,2012-10-16,1,1
mGv6eLqXtJ,11,m,True,1,u3FTEDLNM,1,新浪微博,0,//@uVGJ5ZE4I：  养女真出息//@uII5SEBNG：  “干”爹，，，//@uVEQVXH2O：  转发微博,0,2012-10-16,1,1
mUEP2lbYOR,11,m,True,1,uFAW4L0O,1,iPhone客户端,0,//@u0VPFD5DH： 不能相信，不忍相信，求真相//@ukn： ？//@uEMB13Z1H： //@uLUCYXUFC：  //@uYC3RAZYM：  //@uPVDCGU4D：  //@uHQYJNMK3： //@uWYNGIZ0D： 操你妈耄畜//@ukn： 当时我就震惊了！[吃惊]吓尿了。。。[泪]//@uQZ05BQWS： [汗],0,2012-10-16,1,1
mZwJcS7NP2,11,m,True,1,uQSMQ1U1N,1,iPhone客户端,0,//@uY023F3OT： //@uB5NFUJCJ：  昨晚上在一个记者群里听说了此事，当地媒体均被封口[蜡烛] //@ukn： 比辽宁盘锦射向人民的枪声之影响更为恶劣！政府怎可如此纵容卑鄙、毫无人性之畜生行为？基层政府严重失职！[怒][怒][怒],0,2012-10-16,1,1
mGxiP1i66H,11,m,True,1,uII5TZIDM,1,新浪微博,0,//@uTZ5MMRPC：  //@uONPVMISD：  千岁啊//@uZXYZJ0LO：  //@ukn：  这绕的功夫真不一般//@uJ2ORDTMP： //@ukn： 一丘之貉//@u0AGGKF1M：  这就是所谓的自己人日自己人吧？,0,2012-10-16,1,1
mtHbxuLFqS,11,m,True,1,u0AGP44XC,1,iPhone客户端,0,凌迟凶手 //@uQHCL5XB2： 我已经不想骂人了，操！ //@u3FTUDKLZ： 畜生！[怒],0,2012-10-16,1,1
mur1FJfiIm,44,m,True,1,uWYNKW1FP,1,360安全浏览器,0,//@u0VPTHSZS：  [话筒]//@uDGUUKVML： 现已从知情人那里了解到，“当场焚烧”是被现场拆迁人员焚烧，并非自焚！这个事件性质十分严重，请大家都来关注！@ukn： @uQZ0CUT33： @uS5WHBQ5F： @uMMSGON3B： //@u0VPTHSZS：  @于建嵘,0,2012-10-16,1,1
mptMOm9BbC,44,m,True,1,uWYNKW1FP,1,360安全浏览器,0,//@uQSM1BQF5：  //@uLMIO31KZ： //@uWYNGWUPD：  [泪]希望媒体能跟进，这么惨无人道的事实在是天理不容,0,2012-10-16,1,1
mBsyO07Y3z,51,m,True,1,uP2ZO1ZQQ,1,iPad客户端,0,蒙古准备拍卖列宁铜雕，已请乌兰巴托的朋友帮忙，如果价格合适，又允许进入海关，我把他弄到四川来杵起；这个是列宁真身，又已经大部分腐烂，好骇人哟，兄弟伙，不准瞎起哄，本馆坚决不要！ @uVGJJ1DB0：  @uP2ZO1ZQQ： 肯定有兴趣。他搞红色收藏。,0,2012-10-16,1,1
mu9tQo1eg8,37,m,True,1,uBKZRSELB,1,HTC 新渴望VC,0,[抓狂] //@uTZ5MHVAM：  //@u3JHV0RQZ： ,0,2012-10-16,1,1
mptMaLueE6,11,m,True,1,uZDQ1TOZZ,1,媒体版微博,0,//@ukn： 让我们一起来拯救沦陷的草原吧……,0,2012-10-16,1,1
mEmHxtocFO,33,m,True,1,uPA3BNSYD,1,iPhone客户端,0,//@ukn： 【吃人的社会】[怒骂][怒骂][怒骂],0,2012-10-16,1,1
mGxia8XmrY,11,f,True,1,uQHCQYRUK,1,iPhone客户端,0,//@uII5YMQUI： //@uBID0ZO0S： 这4300万是公帑，应予追回，参与的那些学者、大学、研究机构应该曝光；其直接参与者可比照足球打黑进行治罪。,0,2012-10-16,1,1
mGv6VyY983,11,m,True,1,uPA3YSSCJ,1,新浪微博,0,回复@uQSMWRNJG： 我说过，今年有两波赚钱行情。[哈哈] //@uQSMWRNJG： 坐等删贴夜无眠！[偷笑]//@uPA3YSSCJ： 好股不见波何汹[偷笑] //@u1O5MFHCD： @uPA3YSSCJ： 司令，对个下联！ //@uZ32O2Y1I：  要是对个，帅男淡定半遮面，呢？ //@ukn： 酥胸隐香垂欲滴 //@uPA3YSSCJ： 好股不见波何汹[偷笑],0,2012-10-16,1,1
m0kRdwHzJ6,11,m,True,1,uPA3YSSCJ,1,新浪微博,0,好股不见波何汹[偷笑] //@u1O5MFHCD： @uPA3YSSCJ： 司令，对个下联！ //@uZ32O2Y1I：  要是对个，帅男淡定半遮面，呢？ //@ukn： 酥胸隐香垂欲滴,0,2012-10-16,1,1
mJtZEcuCjX,11,m,True,1,uBK1FCOO2,1,Android客户端,0,//@ukn： 明天本地媒体会有报道！到底是自焚还是被自焚，以湘潭官方通稿为依据。可以吗,0,2012-10-16,1,1
mc99EX5SFn,11,m,True,1,uONPHYU4E,1,新浪微博,0,拆迁暴政！[怒],0,2012-10-16,1,1
mexF7f2HVi,11,m,True,0,uONPHYU4E,0,新浪微博,1,【俄讨论将列宁尸体送交北京，中国欢迎吗？】由于列宁尸体大部分已经腐烂，近年俄罗斯科学院等机构提出将其迁出红场埋葬。国家杜马议员梅金斯基称：请不要被错觉欺骗，那里只存放着10%的列宁尸体。2010年莫斯科回声电台的节目中，主持人同嘉宾讨论并找到出路：将列宁尸体从红场迁出，送给北京方面。,0,2012-10-16,0,1
m4hPEGq2Eq,50,m,True,1,uFACHYWP,1,新浪微博手机版,0,//@uPKFMMSGD： //@ukn：  [话筒]@uTS2MM23Y： @uPVDPGRKP： //@u0YUGNE3P：  转发微博,0,2012-10-16,1,1
mzHn94sebb,50,m,True,1,uFACHYWP,1,新浪微博手机版,0,1,0,2012-10-16,1,1
mc99qbZOWj,50,m,True,1,uFACHYWP,1,新浪微博手机版,0,重庆这几年真的变化很大！//@uHRVJR5KY： //@ukn：  //@uR1W33XGM：  转发微博,0,2012-10-16,1,1
mnValJhQ7g,32,m,True,1,uSIABVWKL,1,360安全浏览器,0,帮转//@uY02Z0DKK：  #城市化与恶性拆迁# 我决定现在开始收集各地恶性拆迁事件资料，研究一下拆迁发生率与当地GDP增长的关系。欢迎大家提供各种线索。私信联系或@ukn： @uPVDJ0CNX： @ukn： @ukn： //@uVGJJ1DB0： 火烧活人，还是自焚？,0,2012-10-16,1,1
mzq7cACjWo,400,m,False,1,uW0EGUJQ2,1,新浪微博,0,可悲的是全国范围看，还有无数这种逻辑混乱的思想老师继续打着哲学旗号浪费大家宝贵的生命。,0,2012-10-16,1,1
mS3lNQDVf3,34,m,True,1,uDSOALDM,1,华为Ascend智能手机,0,//@uWWBYUF1O： 好心情都被破坏了，整个人就处在极度愤怒的状态！ //@uWWBYUF1O： 确实心被撕裂，让子孙后代永远记住“万恶的旧社会”！ //@uSIACDUEH：  //@uQHCCEKLK：  //@uB5NYYDC4： ,0,2012-10-16,1,1
mCCzsgYWru,11,m,True,1,uDSKWQK3,1,新浪微博,0,这个硕士学生可当选屎吧大[吃惊],0,2012-10-16,0,1
mtqHSb9bqY,11,m,True,1,u351QRXXT,1,新浪微博,0,//@uJ2O3LCUO：  //@uHJXFAOTP：  哦，还是拼爹！//@ukn：  卫戍首都司令官大人的养女...亮瞎了[吃驚]@uHJXFAOTP： @uBKZ0FFUJ： @李佳佳Audrey,0,2012-10-16,1,1
mNlLxiTtFf,11,m,True,1,uBK125UTX,1,iPhone客户端,0,人神共愤…@uDGUUKVML： 已从知情人那了解到，是强拆人员点火烧了居民。,0,2012-10-16,1,1
mNTRfwspom,11,f,True,1,u1CIAORVJ,1,新浪微博,0,在血泪中打转的人民//@uHJXPQZOM：  再转！血债要用血来偿![泪],0,2012-10-16,1,1
m5uLSFv4Ao,44,m,True,1,uWWBWUDKV,1,新浪微博,0,被动式自焚！,0,2012-10-16,1,1
mTSVAlTslm,44,m,True,0,uWWBWUDKV,0,iPhone客户端,0,有一种无奈叫强烈谴责，有一种无能叫共同开发，有一种挡箭牌叫法律，有一种理亏叫干涉内政，有一种借口叫特色，有一种忽悠叫摸石头过河，有一种掠夺叫接轨，有一种胡说叫新闻联播，有一种删除叫加密，有一种吓唬叫喝茶，有一种自残叫上访，有一种诈骗叫红会，有一种糟粕叫思想，有一种职业叫五毛。,0,2012-10-16,1,1
mF8rFd6HoL,44,m,True,0,uWWBWUDKV,0,新浪微博,1,伟大领袖毛泽东主席的故乡湖南湘潭市云峰小区拆迁人员聚集社会滋事份子殴打并焚烧年近六旬的老人。毛主席啊，你在哪里，你快回来老家 管管吧，你快回来~,0,2012-10-16,1,1
mHNyVpfggD,44,m,True,1,uWWBWUDKV,1,新浪微博,0,欢迎接龙~,0,2012-10-16,1,1
mdZ4798YU9,44,m,True,1,uWWBWUDKV,1,新浪微博,0,回复@ukn： 你out了吧，打开始玩微博的时候我就声明了，赞扬的归新闻联播，批评的归我，社会分工各有不同懂不懂？//@ukn： ??额，您想表达什么？50年前大部分人吃不饱，现在只有少部分挨饿。难道中国发展至今没有一点可取？咱们是不是应该揭露坏的赞扬好的，可您似乎看事物只有某一面...,0,2012-10-16,1,1
m4hPEsDWkS,11,m,True,1,uUPCXWDSJ,1,Android平板客户端,0,[哈哈][哈哈][哈哈][哈哈][哈哈],0,2012-10-16,1,1
mhkYxF0goC,43,m,True,0,uVT4C5LCB,0,新浪微博,1,【拆迁-焚烧活人的惨叫声！撕裂每个中国人的心】活人被焚烧惨景刺痛了每个中国人亮的眼睛！又一具烧成炭样生命垂危的老人躺在医院！10月14日湖南省湘潭市云峰小区因地方拆迁一直协商未果，拆迁人员招集黑社会毫无人性对年近六旬的老爷爷进行毒打后当场焚烧，焚烧时活人的惨叫声！撕裂每个中国人的心,0,2012-10-16,0,1
mT58YbfODW,100,m,True,1,uKPKQ4QYF,1,新浪微博手机版,0,可以和太祖并列摆放！！称太高祖！！！,0,2012-10-16,1,1
mRcGp1SdbQ,100,f,False,1,uVT4WOSGC,1,新浪微博手机版,0,转发微博,0,2012-10-16,1,1
m9Ietmah5j,12,m,True,1,uW0EBZZ3B,1,新浪微博,0,[圍觀],0,2012-10-16,1,1
m3zzBYTZkK,42,m,True,0,uZQXIW4FL,0,新浪微博,1,【一老汉被强拆人员殴打烧死】网爆：湖南湘潭市云峰小区因地方拆迁一直协商未果，2012年10月14日1点左右，拆迁人员聚集社会滋事分子等人对年近六旬的老爷爷进行殴打，后当场焚烧，她家人悲痛中昏倒。[怒骂][怒骂][怒][怒],0,2012-10-16,0,1
mviQohMZDb,33,m,True,1,uTZ5VNKJU,1,红围脖iPhone客户端,0,一声叹息！,0,2012-10-16,1,1
mRsgShJJmt,11,m,False,1,uNEGJVHZ3,1,iPad客户端,0,他俩遇到同一个问题了 //@uLMIO4XH3：  为什么要问他呢？ //@uJWAIWUF1： 这个可以问姜汝祥[哈哈]@姜汝祥,0,2012-10-16,1,1
mUEPxm2ct5,46,m,True,1,uMMSC5FQD,1,专业版微博,0,//@uSIA34I5J：  当地政府应该出来辟谣一下。//@uONPBFLX4：  看图片，受不了//@ukn：  还自焚，这招不灵了，悲痛悲哀！,0,2012-10-16,1,1
mU5SVjsXfl,46,m,True,0,uMMSC5FQD,0,专业版微博,1,【网曝强拆打死人，打死后焚烧】网友朱诗宇Syu：接朋友电话，湖南湘潭市云峰小区因地方拆迁一直协商未果，2012年10月14日1点左右，拆迁人员聚集社会滋事份子等人对她年近六旬的爷爷进行殴打，后当场焚烧，她家人悲痛中昏倒，当地电视台将信息封锁，求助无方……http://t.cn/zlH5bck 求证！,0,2012-10-16,1,1
mJKCC0W6Gj,31,m,True,1,uSIAJTUBZ,1,新浪微博,0,//@uDSCBQLA：  //@uDGURJQFB： ,0,2012-10-16,1,1
mfoK66OXdx,11,m,True,1,uBIDANFFX,1,华为Ascend智能手机,0,【网】乱。理还乱。,0,2012-10-16,1,1
mgdYZgXOc,11,f,True,1,uATZ4A0IX,1,新浪微博,0,"除了所谓的技巧,加上半斤灵魂，作家个个都那么聪明，说话都那么漂亮，中国最不缺的就是说漂亮话的人了。人家现在也呼吁刘小拨获释了:为什么这些人发言都那么会挑时候,审时度势?自我审查已经非常严密了，略微写一点计划生育的""真实"",灵魂就了不得了。相信中国的审查屏蔽了世界,诺奖也误读了中国文学。",0,2012-10-16,1,1
